"taxon_name","taxon_authors","accepted_plant_name_id","number_records","number_tdwg3"
"Lonicera praeflorens","Batalin",2340559,18,11
"Lonicera retusa","Franch.",2340587,0,0
"Lonicera rupicola","Hook.f. & Thomson",2340505,11,5
"Lonicera ruprechtiana","Regel",2340499,68,29
"Lonicera semenovii","Regel",2340487,0,0
"Lonicera setifera","Franch.",2340494,7,3
"Lonicera similis","Hemsl.",2340537,15,9
"Lonicera spinosa","(Decne.) Jacquem. ex Walp.",2604833,11,6
"Lonicera stephanocarpa","Franch.",2340520,1,1
"Lonicera subaequalis","Rehder",2340529,2,2
"Lonicera subhispida","Nakai",2340721,1,1
"Lonicera tangutica","Maxim.",2340701,17,11
"Lonicera tatarica","L.",2340703,383,66
"Lonicera tatarinowii","Maxim.",2340682,0,0
"Lonicera tomentella","Hook.f. & Thomson",2340683,12,5
"Lonicera tragophylla","Hemsl.",2340686,28,13
"Lonicera trichosantha","Bureau & Franch.",2340725,24,13
"Lonicera tubuliflora","Rehder",2340723,0,0
"Lonicera webbiana","Wall. ex DC.",2343090,44,15
"Lonicera yunnanensis","Franch.",2343071,1,
"Lophatherum gracile","Brongn.",422947,2,2
"Lophatherum sinense","Rendle",422964,0,0
"Loranthus delavayi","Tiegh.",2352671,0,0
"Loranthus guizhouensis","H.S.Kiu",2353230,0,0
"Loranthus kaoi","(J.M.Chao) H.S.Kiu",2353023,0,0
"Helixanthera lambertiana","(Schult. & Schult.f.) Rajasek.",2607405,0,0
"Loranthus pseudo-odoratus","Lingelsh.",2354335,0,0
"Loranthus tanakae","Franch. & Sav.",2354641,0,0
"Loropetalum chinense","(R.Br.) Oliv.",2348704,96,37
"Loropetalum lanceum","Hand.-Mazz.",2348700,0,0
"Loropetalum subcordatum","Oliv.",2348702,1,
"Lotus angustissimus","L.",2344657,15,9
"Lotus corniculatus","L.",2345329,121,33
"Lotus krylovii","Schischk. & Serg.",2346207,0,0
"Lotus taitungensis","S.S.Ying",2896555,0,0
"Lotus tenuis","Waldst. & Kit. ex Willd.",2345174,22,10
"Loxocalyx quinquenervius","Hand.-Mazz.",115236,0,0
"Loxocalyx urticifolius","Hemsl.",115237,0,0
"Loxostigma brevipetiolatum","W.T.Wang & K.Y.Pan",2350231,0,0
"Loxostigma cavaleriei","(H.Lév. & Vaniot) B.L.Burtt",2350223,0,0
"Loxostigma fimbrisepalum","K.Y.Pan",2350216,0,0
"Loxostigma glabrifolium","D.Fang & K.Y.Pan",2350226,0,0
"Loxostigma griffithii","(Wight) C.B.Clarke",2350227,1,1
"Loxostigma mekongense","(Franch.) B.L.Burtt",2350229,0,0
"Loxostigma musetorum","H.W.Li",2350230,0,0
"Luculia gratissima","(Wall.) Sweet",115282,61,8
"Luculia pinceana","Hook.",115285,8,6
"Luculia yunnanensis","S.Y.Hu",115287,0,0
"Ludisia discolor","(Ker Gawl.) Blume",115489,52,25
"Ludwigia epilobioides","Maxim.",2493669,0,0
"Ludwigia hyssopifolia","(G.Don) Exell",2493667,3,1
"Ludwigia octovalvis","(Jacq.) P.H.Raven",2494035,10,8
"Ludwigia ovalis","Miq.",2494016,2,1
"Ludwigia perennis","L.",2493837,6,4
"Ludwigia prostrata","Roxb.",2493838,2,1
"Luisia brachystachys","(Lindl.) Blume",115527,0,0
"Luisia cordata","Fukuy.",115532,0,0
"Luisia filiformis","Hook.f.",115537,3,3
"Luisia hancockii","Rolfe",115542,1,1
"Luisia longispica","Z.H.Tsi & S.C.Chen",115551,0,0
"Luisia magniflora","Z.H.Tsi & S.C.Chen",115555,0,0
"Luisia megasepala","Hayata",115556,1,1
"Luisia morsei","Rolfe",115559,1,1
"Luisia ramosii","Ames",115566,0,0
"Luisia teres","(Thunb.) Blume",115573,3,2
"Luisia zollingeri","Rchb.f.",115586,4,3
"Lumnitzera littorea","(Jack) Voigt",2338856,2,1
"Lumnitzera racemosa","Willd.",2338861,4,3
"Luvunga scandens","(Roxb.) Buch.-Ham. ex Wight",2498407,3,1
"Luzula bomiensis","K.F.Wu",316200,0,0
"Luzula campestris","(L.) DC.",316212,33,14
"Luzula effusa","Buchenau",316342,0,0
"Luzula inaequalis","K.F.Wu",316928,0,0
"Luzula multiflora subsp. multiflora",,316512,6,3
"Luzula multiflora","(Ehrh.) Lej.",316484,24,12
"Luzula oligantha","Sam.",316574,0,0
"Luzula pallescens","Sw.",316579,4,3
"Luzula parviflora","(Ehrh.) Desv.",316588,5,4
"Luzula plumosa","E.Mey.",316635,0,0
"Luzula rufescens","Fisch. ex E.Mey.",316667,0,0
"Luzula × sichuanensis","K.F.Wu",316871,0,0
"Luzula spicata","(L.) DC.",316703,28,11
"Luzula taiwaniana","Satake",316764,0,0
"Luzula wahlenbergii","Rupr.",316789,1,1
"Silene cognata","(Maxim.) H.Ohashi & H.Nakai",2485512,9,6
"Silene banksia","(Meerb.) Mabb.",2485871,118,32
"Silene wilfordii","(Regel) H.Ohashi & H.Nakai",2487521,6,3
"Lycianthes biflora","(Lour.) Bitter",2496424,2,1
"Lycianthes hupehensis","(Bitter) C.Y Wu & S.C.Huang",2496473,0,0
"Lycianthes laevis","(Dunal) Bitter",2496443,0,0
"Lycianthes lysimachioides","(Wall.) Bitter",2496452,0,0
"Lycianthes macrodon","(Wall. ex Nees) Bitter",2496459,0,0
"Lycianthes marlipoensis","C.Y.Wu & S.C.Huang",2499106,0,0
"Lycianthes neesiana","(Wall. ex Nees) D'Arcy & Zhi Y.Zhang",2496455,0,0
"Lycianthes shunningensis","C.Y.Wu & S.C.Huang",2496264,0,0
"Lycianthes stephanocalyx","(Brandegee) Bitter",2496214,0,0
"Lycianthes yunnanensis","(Bitter) C.T.Wu & S.C.Huang",2496227,0,0
"Lycium barbarum","L.",2499019,123,40
"Lycium chinense","Mill.",2496344,95,36
"Lycium cylindricum","Kuang & A.M.Lu",2496311,0,0
"Lycium dasystemum","Pojark.",2496310,0,0
"Lycium ruthenicum","Murray",2496529,26,12
"Lycium truncatum","Y.C.Wang",2496576,0,0
"Lycium yunnanense","Kuang & A.M.Lu",2496594,0,0
"Lycopus cavaleriei","H.Lév.",115896,0,0
"Lycopus europaeus","L.",115904,66,18
"Lycopus lucidus","Turcz. ex Benth.",115931,4,3
"Lycopus uniflorus","Michx.",115977,3,1
"Lycoris anhuiensis","Y.Xu & G.J.Fan",280151,1,1
"Lycoris aurea","(L'Hér.) Herb.",280596,24,16
"Lycoris chinensis","Traub",280584,7,6
"Lycoris guangxiensis","Y.Xu & G.J.Fan",280140,0,0
"Lycoris longituba","Y.C.Hsu & G.J.Fan",280542,3,2
"Lycoris radiata","(L'Hér.) Herb.",280540,38,23
"Lycoris sprengeri","Comes ex Baker",280546,9,6
"Lycoris × albiflora","Koidz.",280578,7,5
"Lycoris caldwellii","Traub",280585,4,3
"Lycoris rosea","Traub & Moldenke",280539,5,3
"Lycoris squamigera","Maxim.",280535,28,16
"Lycoris straminea","Lindl.",280534,3,3
"Lyonia compta","(W.W.Sm. & Jeffrey) Hand.-Mazz.",2349942,1,1
"Lyonia doyonensis","(Hand.-Mazz.) Hand.-Mazz.",2349922,0,0
"Lyonia macrocalyx","(J.Anthony) Airy Shaw",2349955,0,0
"Lyonia ovalifolia","(Wall.) Drude",2607785,6,2
"Lyonia villosa","(Hook.f. ex C.B.Clarke) Hand.-Mazz.",2349642,3,1
"Lysidice brevicalyx","C.F.Wei",2346685,0,0
"Lysidice rhodostegia","Hance",2346709,4,3
"Lysimachia albescens","Franch.",2492704,6,5
"Lysimachia alfredi","Hance",2492703,1,1
"Lysimachia alpestris","Champ. ex Benth.",2492701,0,0
"Lysimachia ardisioides","Masam.",2492691,1,1
"Lysimachia aspera","Hand.-Mazz.",2492699,0,0
"Lysimachia auriculata","Hemsl.",2492708,0,0
"Lysimachia baoxingensis","(F.H.Chen & C.M.Hu) C.M.Hu",2492726,0,0
"Lysimachia barystachys","Bunge",2492715,24,10
"Lysimachia biflora","C.Y.Wu",2492712,0,0
"Lysimachia brachyandra","F.H.Chen & C.M.Hu",2492710,0,0
"Lysimachia breviflora","C.M.Hu",2492902,0,0
"Lysimachia brittenii","R.Knuth",2493120,0,0
"Lysimachia candida","Lindl.",2493115,1,1
"Lysimachia capillipes","Hemsl.",2493104,0,0
"Lysimachia carinata","Y.I.Fang & C.Z.Cheng",2493111,0,0
"Lysimachia cauliflora","C.Y.Wu",2493110,0,0
"Lysimachia chapaensis","Merr.",2493108,0,0
"Lysimachia chekiangensis","C.C.Wu",2493107,0,0
"Lysimachia chenopodioides","Watt ex Hook.f.",2493130,0,0
"Lysimachia fortunei","Maxim.",2493089,16,9
"Lysimachia chingshuiensis","C.I Peng & C.M.Hu",2493138,0,0
"Lysimachia christinae","Hance",2493137,4,3
"Lysimachia chungdienensis","C.Y.Wu",2493134,0,0
"Lysimachia circaeoides","Hemsl.",2493139,0,0
"Lysimachia clethroides","Duby",2493128,107,24
"Lysimachia congestiflora","Hemsl.",2493124,23,16
"Lysimachia cordifolia","Hand.-Mazz.",2493132,0,0
"Lysimachia crassifolia","C.Z.Gao & D.Fang",2493081,0,0
"Lysimachia crispidens","(Hance) Hemsl.",2493080,0,0
"Lysimachia crista-galli","Pamp. ex Hand.-Mazz.",2493079,0,0
"Lysimachia davurica","Ledeb.",2493084,8,4
"Lysimachia debilis","Wall.",2493072,0,0
"Lysimachia decurrens","G.Forst.",2493070,7,3
"Lysimachia delavayi","Franch.",2493069,0,0
"Lysimachia deltoidea","Wight",2493068,0,0
"Lysimachia drynarifolia","Franch.",2493093,0,0
"Lysimachia dushanensis","F.H.Chen & C.M.Hu",2492732,0,0
"Lysimachia engleri","R.Knuth",2492735,0,0
"Lysimachia erosipetala","F.H.Chen & C.M.Hu",2492759,0,0
"Lysimachia esquirolii","Bonati",2492758,0,0
"Lysimachia evalvis","Wall.",2492746,0,0
"Lysimachia excisa","Hand.-Mazz.",2492754,0,0
"Lysimachia filipes","C.Z.Gao & D.Fang",2493100,0,0
"Lysimachia fistulosa","Hand.-Mazz.",2493099,0,0
"Lysimachia foenum-graecum","Hance",2493085,0,0
"Lysimachia fooningensis","C.Y.Wu",2493103,0,0
"Lysimachia fordiana","Oliv.",2493091,1,1
"Lysimachia fukienensis","Hand.-Mazz.",2493123,0,0
"Lysimachia baviensis","C.M.Hu",2492713,0,0
"Lysimachia glanduliflora","Hanelt",2493181,0,0
"Lysimachia glaucina","Franch.",2493173,0,0
"Lysimachia grammica","Hance",2493195,0,0
"Lysimachia laxa","Baudo",2492956,2,2
"Lysimachia hemsleyana","Maxim. ex Oliv.",2493205,0,0
"Lysimachia hemsleyi","Franch.",2493194,0,0
"Lysimachia henryi","Hemsl.",2493193,3,2
"Lysimachia heterobotrys","F.H.Chen & C.M.Hu",2493190,0,0
"Lysimachia heterogenea","Klatt",2493189,0,0
"Lysimachia huitsunae","S.S.Chien",2492865,0,0
"Lysimachia hypericoides","Hemsl.",2493148,0,0
"Lysimachia inaperta","C.M.Hu & F.N.Wei",2492870,0,0
"Lysimachia insignis","Hemsl.",2493144,0,0
"Lysimachia japonica","Thunb.",2493149,18,12
"Lysimachia jiangxiensis","C.M.Hu",2493160,0,0
"Lysimachia jingdongensis","F.H.Chen & C.M.Hu",2492871,0,0
"Lysimachia klattiana","Hance",2493152,0,0
"Lysimachia kwangtungensis","(Hand.-Mazz.) C.M.Hu",2493086,0,0
"Lysimachia lancifolia","Craib",2492969,0,0
"Lysimachia lichiangensis","Forrest",2492961,13,7
"Lysimachia linguiensis","C.Z.Gao",2492964,0,0
"Lysimachia liui","S.S.Chien",2492990,0,0
"Lysimachia lobelioides","Wall.",2492987,4,3
"Lysimachia longipes","Hemsl.",2492983,0,0
"Lysimachia lychnoides","F.H.Chen & C.M.Hu",2492984,0,0
"Lysimachia mauritiana","Lam.",2492929,7,5
"Lysimachia medogensis","F.H.Chen & C.M.Hu",2492924,0,0
"Lysimachia melampyroides","R.Knuth",2492923,0,0
"Lysimachia microcarpa","Hand.-Mazz. ex C.Y.Wu",2492952,0,0
"Lysimachia millietii","(H.Lév.) Hand.-Mazz.",2492950,0,0
"Lysimachia miyiensis","Y.I.Fang & C.Z.Cheng",2492955,0,0
"Lysimachia nanchuanensis","C.Y.Wu",2493045,0,0
"Lysimachia nanpingensis","F.H.Chen & C.M.Hu",2493044,0,0
"Lysimachia navillei","(H.Lév.) Hand.-Mazz.",2493043,0,0
"Lysimachia nutantiflora","F.H.Chen & C.M.Hu",2493056,0,0
"Lysimachia omeiensis","Hemsl.",2493063,0,0
"Lysimachia ophelioides","Hemsl.",2493062,0,0
"Lysimachia orbicularis","F.H.Chen & C.M.Hu",2493060,0,0
"Lysimachia otophora","C.Y.Wu",2493057,0,0
"Lysimachia paridiformis","Franch.",2493030,3,2
"Lysimachia parvifolia","Hemsl.",2493008,0,0
"Lysimachia patungensis","Hand.-Mazz.",2493007,0,0
"Lysimachia pentapetala","Bunge",2493010,0,0
"Lysimachia perfoliata","Hand.-Mazz.",2492998,0,0
"Lysimachia petelotii","Merr.",2492997,0,0
"Lysimachia phyllocephala","Hand.-Mazz.",2492995,3,3
"Lysimachia physaloides","C.Y.Wu & C.Chen",2493018,0,0
"Lysimachia pittosporoides","C.Y.Wu",2493023,0,0
"Lysimachia platypetala","Franch.",2493022,0,0
"Lysimachia prolifera","Klatt",2493015,0,0
"Lysimachia pseudohenryi","Pamp.",2493014,0,0
"Lysimachia pseudotrichopoda","Hand.-Mazz.",2493013,0,0
"Lysimachia pterantha","Hemsl.",2493012,0,0
"Lysimachia pteranthoides","Bonati",2493188,0,0
"Lysimachia pumila","(Baudo) Franch.",2492709,0,0
"Lysimachia punctatilimba","C.Y.Wu",2492218,0,0
"Lysimachia racemiflora","Bonati",2492241,0,0
"Lysimachia reflexiloba","Hand.-Mazz.",2492224,0,0
"Lysimachia remota","Petitm.",2492233,0,0
"Lysimachia robusta","Hand.-Mazz.",2495116,0,0
"Lysimachia roseola","F.H.Chen & C.M.Hu",2495114,0,0
"Lysimachia rubiginosa","Hemsl.",2492174,0,0
"Lysimachia rubinervis","F.H.Chen & C.M.Hu",2492172,0,0
"Lysimachia rupestris","F.H.Chen & C.M.Hu",2492196,0,0
"Lysimachia saxicola","Chun & F.Chun",2492195,0,0
"Lysimachia scapiflora","C.M.Hu, Z.R.Xu & F.P.Chen",2492191,0,0
"Lysimachia sciadantha","C.Y.Wu",2492190,0,0
"Lysimachia sciadophylla","F.H.Chen & C.M.Hu",2492189,0,0
"Lysimachia shimianensis","F.H.Chen & C.M.Hu",2492293,0,0
"Lysimachia siamensis","Bonati",2492292,0,0
"Lysimachia silvestrii","(Pamp.) Hand.-Mazz.",2492288,0,0
"Lysimachia stellarioides","Hand.-Mazz.",2492289,0,0
"Lysimachia stenosepala","Hemsl.",2492311,0,0
"Lysimachia stigmatosa","F.H.Chen & C.M.Hu",2492298,0,0
"Lysimachia subverticillata","C.Y.Wu",2492300,0,0
"Lysimachia taliensis","Bonati",2492259,2,2
"Lysimachia tengyuehensis","Hand.-Mazz.",2492254,0,0
"Lysimachia thyrsiflora","L.",2492247,26,11
"Lysimachia tianyangensis","D.Fang & C.Z.Gao",2492246,0,0
"Lysimachia tienmushanensis","Migo",2492245,0,0
"Lysimachia trichopoda","Franch.",2492271,0,0
"Lysimachia tsaii","C.M.Hu",2492275,0,0
"Lysimachia tsarongensis","Hand.-Mazz.",2492274,0,0
"Lysimachia violascens","Franch.",2492299,1,1
"Lysimachia vittiformis","F.H.Chen & C.M.Hu",2492072,0,0
"Lysimachia vulgaris","L.",2492070,90,24
"Lysimachia wilsonii","Hemsl.",2492059,0,0
"Lysimachia yingdeensis","F.H.Chen & C.M.Hu",2492086,0,0
"Lysionotus aeschynanthoides","W.T.Wang",2350144,0,0
"Lysionotus atropurpureus","H.Hara",2350143,0,0
"Lysionotus chingii","Chun ex W.T.Wang",2350126,0,0
"Lysionotus denticulosus","W.T.Wang",2350128,0,0
"Lysionotus fengshanensis","Yan Liu & D.X.Nong",2904535,0,0
"Lysionotus forrestii","W.W.Sm.",2350121,0,0
"Lysionotus gamosepalus","W.T.Wang",2350130,1,1
"Lysionotus gracilis","W.W.Sm.",2350132,0,0
"Lysionotus heterophyllus","Franch.",2350156,1,
"Lysionotus involucratus","Franch.",2350169,0,0
"Lysionotus kwangsiensis","W.T.Wang",2350171,1,1
"Lysionotus levipes","(C.B.Clarke) B.L.Burtt",2350172,0,0
"Lysionotus longipedunculatus","(W.T.Wang) W.T.Wang",2350174,0,0
"Lysionotus metuoensis","W.T.Wang",2350176,0,0
"Lysionotus microphyllus","W.T.Wang",2350177,0,0
"Lysionotus oblongifolius","W.T.Wang",2350158,0,0
"Lysionotus pauciflorus","Maxim.",2350151,8,6
"Lysionotus petelotii","Pellegr.",2350157,1,1
"Lysionotus pubescens","C.B.Clarke",3013639,0,0
"Lysionotus sangzhiensis","W.T.Wang",2350160,0,0
"Lysionotus serratus","D.Don",2350161,5,3
"Lysionotus sessilifolius","Hand.-Mazz.",2350163,0,0
"Lysionotus sulphureus","Hand.-Mazz.",2349368,0,0
"Lysionotus wilsonii","Rehder",2348915,0,0
"Lythrum salicaria","L.",2354139,237,32
"Lythrum virgatum","L.",2354183,68,17
"Maackia amurensis","Rupr.",2365529,165,48
"Maackia australis","(Dunn) Takeda",2365531,0,0
"Maackia chekiangensis","S.S.Chien",2365533,0,0
"Maackia hupehensis","Takeda",2365510,25,12
"Maackia hwashanensis","W.T.Wang ex C.W.Chang",2365622,0,0
"Maackia taiwanensis","Hoshi & H.Ohashi",2365697,0,0
"Maackia tenuifolia","(Hemsl.) Hand.-Mazz.",2365699,1,1
"Macaranga andamanica","Kurz",116300,0,0
"Macaranga denticulata","(Blume) Müll.Arg.",116406,4,2
"Macaranga henryi","(Pax & K.Hoffm.) Rehder",116476,0,0
"Macaranga indica","Wight",116501,1,1
"Macaranga kurzii","(Kuntze) Pax & K.Hoffm.",116531,0,0
"Macaranga lowii","King ex Hook.f.",116553,0,0
"Macaranga sampsonii","Hance",116699,0,0
"Macaranga sinensis","(Baill.) Müll.Arg.",116715,0,0
"Macaranga tanarius","(L.) Müll.Arg.",116737,19,10
"Machaerina ensigera","(Hance) T.Koyama",252773,0,0
"Machaerina myriantha","(Chun & F.C.How) Y.C.Tang",252814,0,0
"Machaerina rubiginosa","(Biehler) T.Koyama",252834,8,4
"Machilus attenuatus","F.N.Wei & S.C.Tang",2896603,0,0
"Machilus austroguizhouensis","S.K.Lee & F.N.Wei",2366892,0,0
"Machilus bonii","Lecomte",2366873,0,0
"Machilus breviflorus","(Benth.) Hemsl.",2366878,0,0
"Machilus calcicola","S.Lee & C.J.Qi",2366879,0,0
"Machilus cavaleriei","H.Lév.",2366882,0,0
"Machilus chayuensis","S.K.Lee",2366908,0,0
"Machilus chekiangensis","S.K.Lee",2366876,0,0
"Machilus chienkweiensis","S.K.Lee",2366900,0,0
"Machilus chinensis","(Champ. ex Meisn.) Hemsl.",2366918,0,0
"Machilus chrysotrichus","H.W.Li",2366919,0,0
"Machilus chuanchienensis","S.K.Lee",2366920,0,0
"Machilus cicatricosus","S.K.Lee",2366921,0,0
"Machilus daozhenensis","Y.K.Li",2366926,0,0
"Machilus decursinervis","Chun",2366927,0,0
"Machilus dinganensis","S.K.Lee & F.N.Wei",2366928,0,0
"Machilus dumicola","(W.W.Sm.) H.W.Li",2366910,0,0
"Machilus fasciculatus","H.W.Li",2366905,0,0
"Machilus foonchewii","S.K.Lee",2366906,0,0
"Machilus fukienensis","H.T.Chang",2366909,0,0
"Machilus gamblei","King ex Hook.f.",2366902,2,2
"Machilus glabrophyllus","J.F.Zuo",2366912,0,0
"Machilus glaucescens","(Nees) Wight",2366913,4,2
"Machilus glaucifolius","S.K.Lee & F.N.Wei",2366915,0,0
"Machilus gongshanensis","H.W.Li",2366994,0,0
"Machilus gracillimus","Chun",2367078,0,0
"Machilus grandibracteatus","S.K.Lee & F.N.Wei",2367079,0,0
"Machilus grijsii","Hance",2367081,2,1
"Machilus ichangensis","Rehder & E.H.Wilson",2367077,1,
"Machilus japonicus","Siebold & Zucc. ex Blume",2367090,4,4
"Machilus kurzii","King ex Hook.f.",2367063,1,1
"Machilus kwangtungensis","Yen C.Yang",2367065,0,0
"Machilus lenticellatus","S.K.Lee & F.N.Wei",2367068,0,0
"Machilus leptophyllus","Hand.-Mazz.",2367061,0,0
"Machilus lichuanensis","W.C.Cheng",2367073,0,0
"Machilus litseifolius","S.K.Lee",2367067,0,0
"Machilus lohuiensis","S.K.Lee",2367092,0,0
"Machilus longipes","H.T.Chang",2367115,0,0
"Machilus mangdangshanensis","Q.F.Zhang",2367123,0,0
"Machilus melanophyllus","H.W.Li",2367118,0,0
"Machilus miaoshanensis","F.N.Wei & C.Q.Lin",2367116,0,0
"Machilus microcarpus","Hemsl.",2367096,0,0
"Machilus minkweiensis","S.K.Lee",2367098,0,0
"Machilus minutilobus","S.K.Lee",2367099,0,0
"Machilus monticola","S.K.Lee",2367109,0,0
"Machilus multinervius","H.Liu",2367101,0,0
"Machilus nakaoi","S.K.Lee",2367103,0,0
"Machilus nanchuanensis","N.Chao",2367104,0,0
"Machilus nanmu","(Oliv.) Hemsl.",2367105,8,3
"Machilus obovatifolius","(Hayata) Kaneh. & Sasaki",2367059,0,0
"Machilus obscurinervis","S.K.Lee",2367010,0,0
"Machilus oculodracontis","Chun",2367075,0,0
"Machilus oreophilus","Hance",2367015,0,0
"Machilus ovatilobus","S.K.Lee",2367016,0,0
"Machilus parabreviflorus","H.T.Chang",2367018,0,0
"Machilus parapauhoi","F.N.Wei, S.C.Tang & W.B.Xu",2900222,0,0
"Machilus pauhoi","Kaneh.",2367020,0,0
"Machilus phoenicis","Dunn",2367023,0,0
"Machilus platycarpus","Chun",2367026,0,0
"Machilus pomifer","(Kosterm.) S.K.Lee",2367019,1,1
"Machilus pyramidalis","H.W.Li",2367000,0,0
"Machilus rehderi","C.K.Allen",2367001,0,0
"Machilus reticulatus","K.M.Lan",2367003,0,0
"Machilus robustus","W.W.Sm.",2367005,0,0
"Machilus rufipes","H.W.Li",2367006,0,0
"Machilus salicinus","Hance",2367007,0,0
"Machilus salicoides","S.K.Lee",2367008,0,0
"Machilus shiwandashanicus","H.T.Chang",2367027,0,0
"Machilus shweliensis","W.W.Sm.",2367045,0,0
"Machilus sichourensis","H.W.Li",2367046,0,0
"Machilus sichuanensis","N.Chao",2367047,0,0
"Machilus submultinervius","Y.K.Li",2367049,0,0
"Machilus tenuipilis","H.W.Li",2367044,0,0
"Machilus thunbergii","Siebold & Zucc.",2367054,15,11
"Machilus velutinus","Champ. ex Benth.",2367056,0,0
"Machilus verruculosus","H.W.Li",2367036,0,0
"Machilus versicolorus","S.K.Lee & F.N.Wei",2367053,0,0
"Machilus viridis","Hand.-Mazz.",2367030,0,0
"Machilus wangchianus","Chun",2367031,0,0
"Machilus wenshanensis","H.W.Li",2367032,0,0
"Machilus yunnanensis","Lecomte",2367033,4,4
"Machilus zuihoensis","Hayata",2367035,2,1
"Mackaya indica","(Nees) Ensermu",2362761,1,
"Macleaya cordata","(Willd.) R.Br.",2502545,144,41
"Macleaya microcarpa","(Maxim.) Fedde",2502542,55,21
"Maclura cochinchinensis","(Lour.) Corner",2501635,22,13
"Maclura fruticosa","(Roxb.) Corner",2501632,1,1
"Maclura tricuspidata","Carrière",2501251,57,16
"Macropanax chienii","G.Hoo",117056,0,0
"Macropanax decandrus","G.Hoo",117059,0,0
"Macropanax dispermus","(Blume) Kuntze",117060,4,3
"Macropanax paucinervis","C.B.Shang",117070,0,0
"Macropanax rosthornii","(Harms) C.Y.Wu ex G.Hoo",117071,0,0
"Macropanax serratifolius","K.M.Feng & Y.R.Li",117073,0,0
"Macropanax undulatus","(Wall. ex G.Don) Seem.",117077,0,0
"Macrosolen bibracteolatus","(Hance) Danser",2376008,0,0
"Macrosolen cochinchinensis","(Lour.) Tiegh.",2375921,0,0
"Macrosolen geminatus","(Merr.) Danser",2375905,0,0
"Macrosolen robinsonii","(Gamble) Danser",2375962,0,0
"Macrosolen tricolor","(Lecomte) Danser",2375947,0,0
"Prunus fujianensis","(Y.T.Chang) J.Wen",3006547,0,0
"Prunus himalayana","J.Wen",3006548,2,1
"Prunus hypoleuca","(Koehne) J.Wen",3006549,18,13
"Prunus hypoxantha","(Koehne) J.Wen",3006546,4,3
"Prunus incisoserrata","(T.T.Yu & T.C.Ku) J.Wen",3006550,0,0
"Madhuca hainanensis","Chun & F.C.How",117224,0,0
"Madhuca pasquieri","(Dubard) H.J.Lam",117285,0,0
"Maesa acuminatissima","Merr.",2503277,0,0
"Maesa ambigua","C.Y.Wu & C.Chen",2502906,0,0
"Maesa argentea","(Wall.) A.DC.",3003889,8,5
"Maesa brevipaniculata","(C.Y.Wu & C.Chen) Pipoly & C.Chen",2502920,0,0
"Maesa cavinervis","C.Chen",2502860,0,0
"Maesa chisia","D.Don",2502859,0,0
"Maesa confusa","(C.M.Hu) Pipoly & C.Chen",2502856,0,0
"Maesa consanguinea","Merr.",2502855,0,0
"Maesa densistriata","C.Chen & C.M.Hu",2502883,0,0
"Maesa hupehensis","Rehder",2502868,0,0
"Maesa indica","(Roxb.) Sweet",2502865,7,5
"Maesa insignis","Chun",2502851,0,0
"Maesa japonica","(Thunb.) Moritzi ex Zoll.",2502995,9,4
"Maesa lanyuensis","Yuen P.Yang",2502989,0,0
"Maesa macilenta","E.Walker",2503011,0,0
"Maesa macilentoides","C.Chen",2502978,0,0
"Maesa manipurensis","Mez",2502947,1,
"Maesa marioniae","Merr.",2502946,0,0
"Maesa membranacea","A.DC.",2502939,0,0
"Maesa montana","A.DC.",2502943,6,4
"Maesa parvifolia","Aug.DC.",2502723,0,0
"Maesa perlaria","(Lour.) Merr.",2502730,3,2
"Maesa permollis","Kurz",2502717,1,1
"Maesa ramentacea","(Roxb.) A.DC.",2502738,2,2
"Maesa reticulata","C.Y.Wu",2502732,0,0
"Maesa rugosa","C.B.Clarke",2502679,0,0
"Maesa salicifolia","E.Walker",2502676,0,0
"Maesa striatocarpa","C.Chen",2502675,0,0
"Maesa tenera","Mez",2502686,1,1
"Magnolia bawangensis","Y.W.Law, R.Z.Zhou & D.M.Liu",458265,0,0
"Maharanga bicolor","(Wall. ex G.Don) DC.",2363956,0,0
"Maharanga dumetorum","(I.M.Johnst.) I.M.Johnst.",2363958,0,0
"Maharanga emodi","(Wall.) DC.",2363953,0,0
"Maharanga lycopsioides","(C.E.C.Fisch.) I.M.Johnst.",2363951,0,0
"Maharanga microstoma","(I.M.Johnst.) I.M.Johnst.",2363930,0,0
"Berberis bealei","Fortune",2673471,148,35
"Berberis elegans","H.Lév.",2673740,6,5
"Berberis bracteolata","(Takeda) Laferr.",2673506,1,1
"Berberis breviracema","(Y.S.Wang & P.G.Xiao) Laferr.",2673515,0,0
"Berberis calamicaulis","(Spare & C.E.C.Fisch.) Laferr.",2673544,0,0
"Berberis henryi","Laferr.",2673884,0,0
