accepted_plant_name_id,taxon_name,taxon_authors,cultivation.lin2019,life.form.integrated,WorldCuP.n.tdwg3,nat.extent,nat.incidence,native.global.tdwg3,planting.China.tdwg3
3114515,Carpesium divaricatum,Siebold & Zucc.,yes,perennial herb,1,0,0,7,2
3113832,Carpesium faberi,C.Winkl.,no,perennial herb,0,0,0,4,0
3113572,Carpesium humile,C.Winkl.,no,perennial herb,0,0,0,4,0
3113835,Carpesium lipskyi,C.Winkl.,no,perennial herb,0,0,0,4,0
3114520,Carpesium longifolium,F.H.Chen & C.M.Hu,yes,perennial herb,0,0,0,2,1
3114522,Carpesium macrocephalum,Franch. & Sav.,yes,perennial herb,3,0,0,7,1
3114523,Carpesium minus,Hemsl.,yes,perennial herb,0,0,0,2,1
3114525,Carpesium nepalense,Less.,no,perennial herb,0,0,0,14,0
3114541,Carpesium szechuanense,F.H.Chen & C.M.Hu,no,perennial herb,0,0,0,1,0
3114542,Carpesium trachelifolium,Less.,no,perennial herb,0,0,0,8,0
3114546,Carpesium triste,Maxim.,yes,perennial herb,1,0,0,11,1
3114548,Carpesium velutinum,C.Winkl.,no,perennial herb,0,0,0,2,0
34314,Carpinus chuniana,Hu,no,woody,0,0,0,2,0
34316,Carpinus cordata,Blume,yes,woody,19,0,0,8,4
34325,Carpinus dayongiana,K.W.Liu & Q.Z.Lin,no,woody,0,0,0,1,0
34333,Carpinus fangiana,Hu,yes,woody,7,0,0,2,1
34334,Carpinus fargesiana,H.J.P.Winkl.,yes,woody,9,0,0,3,2
34341,Carpinus firmifolia,(H.J.P.Winkl.) Hu,no,woody,0,0,0,1,0
34347,Carpinus hebestroma,Yamam.,no,woody,0,0,0,1,0
34348,Carpinus henryana,(H.J.P.Winkl.) H.J.P.Winkl.,yes,woody,10,0,0,2,1
34363,Carpinus kawakamii,Hayata,yes,woody,10,0,0,2,1
34367,Carpinus kweichowensis,Hu,yes,woody,0,0,0,1,1
34381,Carpinus londoniana,H.J.P.Winkl.,yes,woody,0,0,0,7,2
34393,Carpinus microphylla,Z.C.Chen ex Y.S.Wang & J.P.Huang,no,woody,0,0,0,1,0
34396,Carpinus mollicoma,Hu,no,woody,0,0,0,2,0
34398,Carpinus monbeigiana,Hand.-Mazz.,yes,woody,3,0,0,2,1
34404,Carpinus omeiensis,Hu & W.P.Fang,no,woody,5,0,0,1,0
34421,Carpinus polyneura,Franch.,yes,woody,7,0,0,2,2
34426,Carpinus pubescens,Burkill,yes,woody,3,0,0,3,1
34429,Carpinus purpurinervis,Hu,no,woody,0,0,0,2,0
34430,Carpinus putoensis,W.C.Cheng,yes,woody,0,0,0,1,3
34432,Carpinus rankanensis,Hayata,no,woody,3,0,0,1,0
34435,Carpinus rupestris,A.Camus,no,woody,0,0,0,2,0
34440,Carpinus shensiensis,Hu,yes,woody,7,0,0,1,1
34462,Carpinus turczaninovii,Hance,yes,woody,23,0,0,4,5
34449,Carpinus tientaiensis,W.C.Cheng,yes,woody,0,0,0,1,1
34454,Carpinus tsaiana,Hu,no,woody,0,0,0,1,0
34455,Carpinus tschonoskii,Maxim.,yes,woody,17,0,0,4,4
34471,Carpinus viminea,Lindl. ex Wall.,yes,woody,11,0,0,12,3
2924203,Carrierea calycina,Franch.,yes,woody,7,0,0,2,2
2924204,Carrierea dunniana,H.Lév.,no,woody,0,0,0,3,0
2457208,Vicatia atrosanguinea,(Kar. & Kir.) P.K.Mukh. & Pimenov,no,perennial herb,0,0,0,8,0
2421864,Rupiphila tachiroei,(Franch. & Sav.) Pimenov & Lavrova,yes,perennial herb,0,0,0,8,1
2701489,Carum buriaticum,Turcz.,yes,perennial herb,1,0,0,17,2
2701499,Carum carvi,L.,yes,perennial herb,41,50,1,67,4
2701763,Carya cathayensis,Sarg.,yes,woody,3,0,0,2,3
2701783,Carya hunanensis,C.C.Cheng & R.H.Chang,yes,woody,0,0,0,2,2
2701788,Carya kweichowensis,Kuang & A.M.Lu,no,woody,0,0,0,1,0
2701873,Carya tonkinensis,Lecomte,no,woody,0,0,0,6,0
2701891,Caryodaphnopsis henryi,Airy Shaw,yes,woody,0,0,0,1,1
2701893,Caryodaphnopsis laotica,Airy Shaw,no,woody,0,0,0,3,0
2701899,Caryodaphnopsis tonkinensis,(Lecomte) Airy Shaw,yes,woody,0,0,0,5,2
188239,Schnabelia aureoglandulosa,(Vaniot) P.D.Cantino,yes,perennial herb,0,0,0,1,1
166221,Pseudocaryopteris bicolor,(Roxb. ex Hardw.) P.D.Cantino,no,woody,5,0,0,9,0
209030,Tripora divaricata,(Maxim.) P.D.Cantino,yes,perennial herb,12,0,0,5,3
34714,Caryopteris forrestii,Diels,yes,woody,0,0,0,2,1
34717,Caryopteris glutinosa,Rehder,no,woody,4,0,0,1,0
34719,Caryopteris incana,(Thunb. ex Houtt.) Miq.,yes,perennial herb,32,0,0,5,4
34735,Caryopteris mongholica,Bunge,yes,woody,6,0,0,4,6
188240,Schnabelia nepetifolia,(Benth.) P.D.Cantino,yes,perennial herb,0,0,0,1,1
166222,Pseudocaryopteris foetida,(D.Don) P.D.Cantino,yes,woody,0,0,0,12,1
180458,Rubiteucris siccanea,(W.W.Sm.) P.D.Cantino,no,perennial herb,0,0,0,2,0
34750,Caryopteris tangutica,Maxim.,yes,woody,1,0,0,2,3
188244,Schnabelia terniflora,(Maxim.) P.D.Cantino,yes,woody,0,0,0,3,3
34754,Caryopteris trichosphaera,W.W.Sm.,yes,woody,0,0,0,2,1
34776,Caryota maxima,Blume,yes,woody,13,0,0,15,5
34778,Caryota mitis,Lour.,yes,woody,59,8,1,17,5
34779,Caryota monostachya,Becc.,yes,woody,3,0,0,3,4
34782,Caryota obtusa,Griff.,yes,woody,10,0,0,7,5
2924361,Casearia flexuosa,Craib,no,woody,0,0,0,5,0
2924381,Casearia glomerata,Roxb.,yes,woody,1,0,0,11,1
2924390,Casearia graveolens,Dalzell,yes,woody,1,0,0,13,1
2924446,Casearia kurzii,C.B.Clarke,yes,woody,0,0,0,5,1
2924490,Casearia membranacea,Hance,yes,woody,0,0,0,5,3
2924673,Casearia tardieuae,Lescot & Sleumer,no,woody,0,0,0,3,0
2924701,Casearia velutina,Blume,yes,woody,0,0,0,9,3
2703366,Cassia javanica,L.,yes,woody,32,8,1,21,4
2704384,Cassiope abbreviata,Hand.-Mazz.,no,woody,0,0,0,1,0
2704386,Cassiope argyrotricha,T.Z.Hsu,no,woody,0,0,0,1,0
2704389,Cassiope fastigiata,(Wall.) D.Don,no,woody,4,0,0,7,0
