accepted_plant_name_id,taxon_name,taxon_authors,cultivation.lin2019,life.form.integrated,WorldCuP.n.tdwg3,nat.extent,nat.incidence,native.global.tdwg3,planting.China.tdwg3
96101,Hancockia uniflora,Rolfe,no,perennial herb,0,0,0,5,0
2839160,Handeliodendron bodinieri,(H.Lév.) Rehder,yes,woody,0,0,0,2,5
96135,Hapaline ellipticifolia,C.Y.Wu & H.Li,yes,perennial herb,0,0,0,2,1
2839312,Haplophyllum acutifolium,(DC.) G.Don,no,perennial herb,2,0,0,10,0
2839353,Haplophyllum dauricum,(L.) G.Don,yes,perennial herb,0,0,0,7,2
2839457,Haplophyllum tragacanthoides,Diels,no,perennial herb,0,0,0,2,0
3244471,Hansenia himalayensis,(Ludlow) J.B.Tan & X.G.Ma,no,perennial herb,0,0,0,3,0
3244472,Hansenia phaea,(Hand.-Mazz.) J.B.Tan & X.G.Ma,no,perennial herb,0,0,0,1,0
88762,Gastrochilus retrocallus,(Hayata) Hayata,yes,perennial herb,3,0,0,2,2
418301,Harpachne harpachnoides,(Hack.) B.S.Sun & S.Wang,no,perennial herb,0,0,0,1,0
2839784,Harpullia cupanioides,Roxb.,yes,woody,8,0,0,19,2
2839900,Harrisonia perforata,(Blanco) Merr.,yes,woody,3,0,0,17,1
2839903,Harrysmithia franchetii,(M.Hiroe) M.L.Sheh,no,annual herb,0,0,0,1,0
2839904,Harrysmithia heterophylla,H.Wolff,no,annual herb,0,0,0,2,0
96767,Hedera nepalensis,K.Koch,yes,woody,14,0,0,8,3
96799,Hedera rhombea,(Miq.) Paul,yes,NA,14,0,0,4,2
2840786,Hedinia tibetica,(Thomson) Ostenf.,no,perennial herb,0,0,0,10,0
248093,Hedychium bijiangense,T.L.Wu & S.J.Chen,yes,perennial herb,0,0,0,1,2
248094,Hedychium bipartitum,G.Z.Li,yes,perennial herb,0,0,0,1,1
248099,Hedychium brevicaule,D.Fang,yes,perennial herb,1,0,0,1,2
248105,Hedychium coccineum,Buch.-Ham. ex Sm.,yes,perennial herb,36,9,1,11,2
248114,Hedychium convexum,S.Q.Tong,yes,perennial herb,0,0,0,1,1
248115,Hedychium coronarium,J.Koenig,yes,perennial herb,57,57,1,10,5
248126,Hedychium densiflorum,Wall.,yes,perennial herb,10,0,0,6,3
248128,Hedychium efilamentosum,Hand.-Mazz.,no,perennial herb,0,0,0,2,0
248136,Hedychium flavescens,Carey ex Roscoe,yes,perennial herb,16,24,1,7,3
248138,Hedychium flavum,Roxb.,yes,perennial herb,8,10,1,8,2
248139,Hedychium forrestii,Diels,yes,perennial herb,10,0,0,9,2
248145,Hedychium glabrum,S.Q.Tong,yes,perennial herb,1,0,0,1,1
248162,Hedychium kwangsiense,T.L.Wu & S.J.Chen,yes,perennial herb,0,0,0,1,1
463257,Hedychium menghaiense,X.Hu & N.Liu,yes,perennial herb,0,0,0,1,1
248182,Hedychium neocarneum,"T.L.Wu, K.Larsen & Turland",no,perennial herb,1,0,0,3,0
248183,Hedychium nutantiflorum,H.Dong & G.J.Xu,no,perennial herb,0,0,0,1,0
248189,Hedychium parvibracteatum,T.L.Wu & S.J.Chen,yes,perennial herb,0,0,0,1,1
248190,Hedychium pauciflorum,S.Q.Tong,yes,perennial herb,1,0,0,1,2
273614,Hedychium qingchengense,Z.Y.Zhu,no,perennial herb,0,0,0,1,0
248207,Hedychium simaoense,Y.Y.Qian,no,perennial herb,1,0,0,1,0
248214,Hedychium spicatum,Sm.,yes,perennial herb,16,0,0,9,3
248226,Hedychium tengchongense,Y.B.Luo,yes,perennial herb,1,0,0,1,2
248229,Hedychium tienlinense,D.Fang,no,perennial herb,0,0,0,1,0
248235,Hedychium villosum,Wall.,yes,perennial herb,5,0,0,12,2
248240,Hedychium ximengense,Y.Y.Qian,yes,perennial herb,0,0,0,1,1
248241,Hedychium yungjiangense,S.Q.Tong,yes,perennial herb,1,0,0,1,2
248242,Hedychium yunnanense,Gagnep.,yes,perennial herb,3,0,0,3,2
2840916,Hedyosmum orientale,Merr. & Chun,no,perennial herb,0,0,0,6,0
96933,Hedyotis acutangula,Champ. ex Benth.,yes,perennial herb,0,0,0,6,1
496579,Dimetia ampliflora,(Hance) Neupane & N.Wikstr.,no,perennial herb,0,0,0,2,0
97449,Hedyotis matthewii,Dunn,yes,perennial herb,0,0,0,1,1
83242,Exallage auricularia,(L.) Bremek.,yes,perennial herb,2,2,1,26,1
96993,Hedyotis baotingensis,W.C.Ko,no,perennial herb,0,0,0,1,0
497060,Leptopetalum biflorum,(L.) Neupane & N.Wikstr.,yes,perennial herb,1,1,1,37,1
97410,Hedyotis loganioides,Benth.,no,perennial herb,0,0,0,1,0
97021,Hedyotis bracteosa,Hance,no,perennial herb,0,0,0,1,0
138847,Oldenlandia umbellata,L.,yes,perennial herb,2,0,0,12,0
138266,Oldenlandia butensis,(Masam.) Govaerts,no,annual herb,0,0,0,1,0
97047,Hedyotis cantoniensis,F.C.How ex W.C.Ko,no,perennial herb,0,0,0,1,0
496591,Dimetia capitellata,(Wall. ex G.Don) Neupane & N.Wikstr.,yes,perennial herb,0,0,0,12,1
138289,Oldenlandia capituligera,(Hance) Kuntze,no,perennial herb,0,0,0,2,0
97073,Hedyotis cathayana,W.C.Ko,no,perennial herb,0,0,0,1,0
97075,Hedyotis caudatifolia,Merr. & F.P.Metcalf,yes,perennial herb,0,0,0,1,2
495931,Involucrella chereevensis,(Pierre ex Pit.) Neupane & N.Wikstr.,no,perennial herb,0,0,0,5,0
496767,Exallage chrysotricha,(Palib.) Neupane & N.Wikstr.,yes,perennial herb,1,0,0,5,1
97105,Hedyotis communis,W.C.Ko,no,perennial herb,0,0,0,1,0
97362,Hedyotis lancea,Thunb. ex Maxim.,yes,perennial herb,0,0,0,2,2
138322,Oldenlandia corymbosa,L.,yes,annual herb,2,34,1,76,3
97155,Hedyotis cryptantha,Dunn,no,perennial herb,0,0,0,1,0
496588,Dimetia dianxiensis,(W.C.Ko) Neupane & N.Wikstr.,no,perennial herb,0,0,0,1,0
497684,Scleromitrion diffusum,(Willd.) R.J.Wang,yes,annual herb,2,1,1,25,4
97198,Hedyotis effusa,Hance,yes,perennial herb,0,0,0,2,1
97219,Hedyotis exserta,Merr.,no,perennial herb,0,0,0,2,0
97299,Hedyotis hainanensis,(Chun) W.C.Ko,no,woody,0,0,0,1,0
540014,Dimetia hedyotidea,(DC.) T.C.Hsu,yes,woody,0,0,0,6,2
138441,Oldenlandia herbacea,(L.) Roxb.,yes,annual herb,2,1,1,54,1
497685,Scleromitrion koanum,(R.J.Wang) R.J.Wang,no,annual herb,0,0,0,2,0
83265,Exallage ulmifolia,(Wall.) Bremek.,no,perennial herb,1,0,0,9,0
97412,Hedyotis longiexserta,Merr. & F.P.Metcalf,no,perennial herb,0,0,0,1,0
97421,Hedyotis longipetala,Merr.,no,perennial herb,0,0,0,1,0
97468,Hedyotis minutopuberula,Merr. & F.P.Metcalf,no,perennial herb,0,0,0,1,0
496589,Dimetia obliquinervis,(Merr.) Neupane & N.Wikstr.,no,woody,0,0,0,2,0
97526,Hedyotis ovata,Thunb. ex Maxim.,no,perennial herb,0,0,0,2,0
496574,Debia ovatifolia,(Cav.) Neupane & N.Wikstr.,yes,perennial herb,1,0,0,19,1
97536,Hedyotis paridifolia,Dunn,no,perennial herb,0,0,0,1,0
497668,Scleromitrion pinifolium,(Wall. ex G.Don) R.J.Wang,yes,annual herb,0,0,0,21,2
138653,Oldenlandia platystipula,(Merr.) Chun,no,perennial herb,0,0,0,1,0
97589,Hedyotis prostrata,Blume,no,perennial herb,0,0,0,9,0
497053,Leptopetalum pteritum,(Blume) Neupane & N.Wikstr.,no,annual herb,1,0,0,12,0
97600,Hedyotis pulcherrima,Dunn,no,perennial herb,0,0,0,1,0
490093,Dimetia scandens,(Roxb.) R.J.Wang,yes,woody,1,0,0,11,1
372961,Hedyotis shenzhenensis,Tao Chen,no,perennial herb,0,0,0,1,0
497095,Leptopetalum strigulosum,(DC.) Neupane & N.Wikstr.,yes,perennial herb,0,0,0,7,2
188748,Scleromitrion tenelliflorum,(Blume) Korth.,yes,annual herb,2,4,1,8,2
97784,Hedyotis tenuipes,Hemsl.,no,perennial herb,0,0,0,2,0
97786,Hedyotis terminaliflora,Merr. & Chun,no,perennial herb,0,0,0,1,0
97791,Hedyotis tetrangularis,(Korth.) Walp.,yes,perennial herb,0,0,0,7,1
496766,Edrastima trinervia,(Retz.) Neupane & N.Wikstr.,no,annual herb,0,1,1,11,0
97826,Hedyotis uncinella,Hook. & Arn.,yes,perennial herb,0,1,1,11,2
97832,Hedyotis vachellii,Hook. & Arn.,yes,perennial herb,0,0,0,1,1
497559,Scleromitrion verticillatum,(L.) R.J.Wang,yes,annual herb,1,0,0,26,2
534312,Exallage cristata,(Willd.) Nandikar & K.C.Kishor,yes,perennial herb,2,0,0,14,1
216576,Hedyotis wangii,R.J.Wang,no,perennial herb,0,0,0,1,0
138880,Oldenlandia xanthochroa,(Hance) Kuntze,no,perennial herb,0,0,0,1,0
467383,Hedyotis xinyiensis,X.Guo & R.J.Wang,no,perennial herb,0,0,0,1,0
97869,Hedyotis yangchunensis,W.C.Ko & Zhang,no,perennial herb,0,0,0,1,0
216577,Hedyotis yazhouensis,F.W.Xing & R.J.Wang,no,perennial herb,0,0,0,1,0
2840967,Hedysarum algidum,L.Z.Shue ex P.C.Li,no,perennial herb,0,0,0,4,0
2840973,Hedysarum alpinum,L.,yes,perennial herb,11,0,0,33,1
2841074,Hedysarum brachypterum,Bunge,yes,perennial herb,0,0,0,3,1
2841097,Hedysarum campylocarpon,H.Ohashi,no,perennial herb,0,0,0,2,0
2841142,Hedysarum citrinum,Baker f.,no,perennial herb,0,0,0,2,0
2841185,Hedysarum dahuricum,Turcz. ex B.Fedtsch.,no,perennial herb,0,0,0,3,0
2841193,Hedysarum dentatoalatum,K.T.Fu,no,perennial herb,0,0,0,1,0
2841241,Hedysarum ferganense,Korsh.,no,perennial herb,0,0,0,6,0
2841244,Hedysarum fistulosum,Hand.-Mazz.,no,perennial herb,0,0,0,2,0
2841246,Hedysarum flavescens,Regel & Schmalh.,no,perennial herb,0,0,0,5,0
2841279,Hedysarum gmelinii,Ledeb.,yes,perennial herb,2,0,0,16,1
2904366,Hedysarum hirtifoliolum,B.H.Choi,no,perennial herb,0,0,0,1,0
2841339,Hedysarum iliense,B.Fedtsch. ex Popov,no,perennial herb,0,0,0,3,0
2841353,Hedysarum inundatum,Turcz.,no,perennial herb,1,0,0,10,0
2841359,Hedysarum jinchuanense,L.Z.Shue,no,perennial herb,0,0,0,1,0
2841370,Hedysarum kirghisorum,B.Fedtsch.,no,perennial herb,1,0,0,3,0
2841377,Hedysarum krylovii,Sumnev.,no,perennial herb,0,0,0,3,0
2841380,Hedysarum kumaonense,Benth. ex Baker,no,perennial herb,0,0,0,3,0
2841416,Hedysarum limitaneum,Hand.-Mazz.,no,perennial herb,0,0,0,3,0
2841431,Hedysarum longigynophorum,C.C.Ni,no,perennial herb,0,0,0,1,0
2841490,Hedysarum nagarzense,C.C.Ni,no,perennial herb,0,0,0,1,0
2841494,Hedysarum neglectum,Ledeb.,no,perennial herb,5,0,0,13,0
2841565,Hedysarum petrovii,Yakovlev,no,perennial herb,0,0,0,2,0
2841580,Hedysarum polybotrys,Hand.-Mazz.,yes,perennial herb,0,0,0,4,1
2841604,Hedysarum pseudastragalus,Ulbr.,no,perennial herb,0,0,0,2,0
2841685,Hedysarum semenowii,Regel & Herder,no,perennial herb,1,0,0,3,0
2841696,Hedysarum setigerum,Turcz. ex Fisch. & C.A.Mey.,no,perennial herb,2,0,0,8,0
2841698,Hedysarum setosum,Vved.,no,perennial herb,0,0,0,2,0
2841355,Hedysarum issykkulense,Nikitina,no,perennial herb,0,0,0,5,0
2841703,Hedysarum sikkimense,Benth. ex Baker,no,perennial herb,0,0,0,6,0
2841711,Hedysarum songaricum,Bong.,no,perennial herb,2,0,0,5,0
2841722,Hedysarum splendens,Fisch. ex DC.,no,perennial herb,1,0,0,3,0
2841747,Hedysarum taipeicum,(Hand.-Mazz.) K.T.Fu,no,perennial herb,0,0,0,2,0
2841749,Hedysarum tanguticum,B.Fedtsch.,no,perennial herb,0,0,0,4,0
2841759,Hedysarum thiochroum,Hand.-Mazz.,no,perennial herb,0,0,0,1,0
2841762,Hedysarum tibeticum,(Benth.) B.H.Choi & H.Ohashi,no,perennial herb,0,0,0,6,0
2841775,Hedysarum trigonomerum,Hand.-Mazz.,no,perennial herb,0,0,0,1,0
2841853,Hedysarum xizangensis,C.C.Ni,no,perennial herb,0,0,0,1,0
2842786,Helianthemum songaricum,Schrenk ex Fisch. & C.A.Mey.,yes,woody,2,0,0,6,3
2927124,Helichrysum arenarium,(L.) Moench,yes,perennial herb,15,0,0,35,1
3092044,Helichrysum thianschanicum,Regel,yes,perennial herb,18,0,0,5,1
2842959,Helicia clivicola,W.W.Sm.,no,woody,0,0,0,1,0
2842960,Helicia cochinchinensis,Lour.,yes,woody,1,0,0,8,4
2842973,Helicia dongxingensis,H.S.Kiu,yes,woody,0,0,0,1,1
2904157,Helicia falcata,C.Y.Wu,no,woody,0,0,0,2,0
2842982,Helicia formosana,Hemsl.,yes,woody,0,0,0,6,3
2842992,Helicia grandis,Hemsl.,yes,woody,0,0,0,2,1
2842994,Helicia hainanensis,Hayata,yes,woody,0,0,0,6,1
2843006,Helicia kwangtungensis,W.T.Wang,yes,woody,0,0,0,1,2
2843017,Helicia longipetiolata,Merr. & Chun,no,woody,0,0,0,4,0
2843030,Helicia nilagirica,Bedd.,yes,woody,1,0,0,10,1
2843035,Helicia obovatifolia,Merr. & Chun,no,woody,0,0,0,3,0
2843059,Helicia pyrrhobotrya,Kurz,yes,woody,0,0,0,4,1
3012447,Helicia rengetiensis,Masam.,no,woody,0,0,0,1,0
2843061,Helicia reticulata,W.T.Wang,yes,woody,0,0,0,2,2
2843079,Helicia shweliensis,W.W.Sm.,yes,woody,0,0,0,1,1
2843080,Helicia silvicola,W.W.Sm.,yes,woody,0,0,0,1,1
2843093,Helicia tibetensis,H.S.Kiu,no,woody,0,0,0,2,0
2843097,Helicia tsaii,W.T.Wang,yes,woody,0,0,0,1,1
2843105,Helicia vestita,W.W.Sm.,yes,woody,0,0,0,5,2
2996167,Helicia yangchunensis,H.S.Kiu,no,woody,0,0,0,1,0
2843121,Heliciopsis henryi,(Diels) W.T.Wang,yes,woody,0,0,0,1,2
2843125,Heliciopsis lobata,(Merr.) Sleumer,yes,woody,0,0,0,2,3
2843131,Heliciopsis terminalis,(Kurz) Sleumer,yes,woody,1,0,0,9,4
2843159,Helicteres angustifolia,L.,yes,woody,2,0,0,14,3
2843197,Helicteres elongata,Wall. ex Mast.,yes,woody,1,0,0,10,1
2843206,Helicteres glabriuscula,Wall. ex Mast.,yes,woody,0,0,0,4,1
2843214,Helicteres hirsuta,Lour.,yes,woody,3,0,0,12,2
2843218,Helicteres isora,L.,yes,woody,19,0,0,15,3
2843225,Helicteres lanceolata,A.DC.,yes,woody,2,0,0,9,2
2843246,Helicteres obtusa,Wall. ex Kurz,yes,woody,0,0,0,6,1
2843256,Helicteres plebeia,Kurz,no,woody,0,0,0,7,0
2843259,Helicteres prostrata,S.Y.Liu,no,woody,0,0,0,2,0
2843291,Helicteres viscida,Blume,yes,woody,3,0,0,7,1
418350,Helictotrichon abietetorum,(Ohwi) Ohwi,no,perennial herb,0,0,0,1,0
527067,× Trisetopsotrichon altius,(Hitchc.) Röser & A.Wölk,no,perennial herb,0,0,0,5,0
466358,Helictochloa dahurica,(Kom.) Romero Zarco,no,perennial herb,0,0,0,10,0
418398,Helictotrichon delavayi,(Hack.) Henrard,no,perennial herb,0,0,0,2,0
466361,Helictochloa hookeri,(Scribn.) Romero Zarco,yes,perennial herb,0,1,1,44,2
527060,Trisetopsis junghuhnii,(Buse) Röser & A.Wölk,yes,perennial herb,0,0,0,3,1
418437,Helictotrichon leianthum,(Keng) Ohwi,no,perennial herb,0,0,0,3,0
418449,Helictotrichon mongolicum,(Roshev.) Henrard,no,perennial herb,0,0,0,9,0
527068,Tzveleviochloa potaninii,(Tzvelev) Röser & A.Wölk,no,perennial herb,0,0,0,1,0
398317,Avenula pubescens,(Huds.) Dumort.,no,perennial herb,12,10,1,46,0
539856,Tzveleviochloa schmidii,(Hook.f.) E.A.Kellogg,no,perennial herb,0,0,0,3,0
418541,Helictotrichon tianschanicum,(Roshev.) Henrard,no,perennial herb,0,0,0,4,0
418543,Helictotrichon tibeticum,(Roshev.) Keng f.,yes,perennial herb,0,0,0,6,2
418555,Helictotrichon yunnanense,S.Wang & B.S.Sun,no,perennial herb,0,0,0,1,0
2843742,Heliotropium acutiflorum,Kar. & Kir.,yes,annual herb,0,0,0,6,1
2843795,Heliotropium arguzioides,Kar. & Kir.,no,perennial herb,0,0,0,8,0
2844030,Heliotropium formosanum,I.M.Johnst.,no,perennial herb,0,0,0,1,0
2844124,Heliotropium indicum,L.,yes,annual herb,26,70,1,10,2
2844169,Heliotropium lasiocarpum,Fisch. & C.A.Mey.,no,annual herb,1,0,0,23,0
3273784,Euploca marifolia,(J.Koenig ex Retz.) Ancy & P.Javad,no,perennial herb,0,0,0,13,0
2844388,Heliotropium pseudoindicum,H.Chuang,yes,perennial herb,0,0,0,1,1
2844634,Helixanthera coccinea,(Jack) Danser,yes,woody,0,0,0,10,1
2844642,Helixanthera guangxiensis,H.S.Kiu,no,woody,0,0,0,2,0
2844658,Helixanthera parasitica,Lour.,yes,woody,0,0,0,18,1
2844664,Helixanthera pulchra,(DC.) Danser,yes,woody,0,0,0,8,1
2844667,Helixanthera sampsonii,(Hance) Danser,yes,woody,0,0,0,4,2
2844668,Helixanthera scoriarum,(W.W.Sm.) Danser,no,woody,0,0,0,1,0
2844681,Helixanthera terrestris,(Hook.f.) Danser,no,woody,0,0,0,3,0
2844813,Helleborus thibetanus,Franch.,yes,perennial herb,9,0,0,2,3
490899,Hellenia lacera,(Gagnep.) Govaerts,yes,perennial herb,1,0,0,8,3
277602,Helonias umbellata,(Baker) N.Tanaka,yes,perennial herb,3,0,0,1,1
98038,Helwingia chinensis,Batalin,yes,woody,15,0,0,5,3
98048,Helwingia himalaica,Hook.f. & Thomson ex C.B.Clarke,yes,woody,4,0,0,9,2
98058,Helwingia japonica,(Thunb.) F.Dietr.,yes,woody,20,0,0,9,4
98072,Helwingia omeiensis,(W.P.Fang) H.Hara & S.Kuros.,yes,woody,2,0,0,3,2
418594,Hemarthria altissima,(Poir.) Stapf & C.E.Hubb.,yes,perennial herb,1,13,1,58,2
418597,Hemarthria compressa,(L.f.) R.Br.,yes,perennial herb,4,2,1,26,2
418620,Hemarthria protensa,Steud.,yes,perennial herb,0,0,0,12,2
418614,Hemarthria longiflora,(Hook.f.) E.G.Camus & A.Camus,no,perennial herb,0,0,0,11,0
418622,Hemarthria sibirica,(Gand.) Ohwi,no,perennial herb,0,0,0,10,0
277626,Hemerocallis citrina,Baroni,yes,perennial herb,23,1,1,8,5
277635,Hemerocallis dumortieri,C.Morren,yes,perennial herb,17,0,0,1,2
277642,Hemerocallis forrestii,Diels,yes,perennial herb,7,0,0,1,2
277656,Hemerocallis lilioasphodelus,L.,yes,perennial herb,57,44,1,14,5
277665,Hemerocallis middendorffii,Trautv. & C.A.Mey.,yes,perennial herb,23,0,0,12,3
277668,Hemerocallis minor,Mill.,yes,perennial herb,27,1,1,16,5
277669,Hemerocallis multiflora,Stout,no,perennial herb,5,0,0,1,0
277670,Hemerocallis nana,W.W.Sm. & Forrest,yes,perennial herb,4,0,0,1,2
277674,Hemerocallis plicata,Stapf,yes,perennial herb,2,0,0,1,3
2844998,Hemiboea bicornuta,(Hayata) Ohwi,no,perennial herb,4,0,0,2,0
2844999,Hemiboea cavaleriei,H.Lév.,yes,perennial herb,1,0,0,3,2
2845002,Hemiboea fangii,Chun ex Z.Y.Li,yes,perennial herb,0,0,0,1,1
2845003,Hemiboea flaccida,Chun ex Z.Y.Li,yes,perennial herb,0,0,0,2,2
2845005,Hemiboea follicularis,C.B.Clarke,yes,perennial herb,0,0,0,2,1
2845006,Hemiboea gamosepala,Z.Y.Li,no,perennial herb,0,0,0,1,0
2845007,Hemiboea glandulosa,Z.Y.Li,no,perennial herb,0,0,0,1,0
2845008,Hemiboea gracilis,Franch.,yes,perennial herb,1,0,0,3,3
2845013,Hemiboea integra,C.Y.Wu ex H.W.Li,no,perennial herb,0,0,0,1,0
2845014,Hemiboea latisepala,H.W.Li,no,perennial herb,0,0,0,1,0
2845015,Hemiboea longgangensis,Z.Y.Li,yes,perennial herb,0,0,0,1,2
2845016,Hemiboea longisepala,Z.Y.Li,no,perennial herb,0,0,0,1,0
2845017,Hemiboea longzhouensis,W.T.Wang,yes,perennial herb,0,0,0,1,2
2845018,Hemiboea magnibracteata,Y.G.Wei & H.Q.Wen,yes,perennial herb,0,0,0,2,1
2845021,Hemiboea mollifolia,W.T.Wang,yes,perennial herb,0,0,0,2,1
2845022,Hemiboea omeiensis,W.T.Wang,no,perennial herb,0,0,0,1,0
2845023,Hemiboea parvibracteata,W.T.Wang & Z.Yu Li,no,perennial herb,0,0,0,1,0
2845024,Hemiboea parviflora,Z.Y.Li,yes,perennial herb,0,0,0,1,2
2845025,Hemiboea pingbianensis,Z.Y.Li,no,perennial herb,0,0,0,1,0
2899891,Hemiboea purpurea,Yan Liu & W.B.Xu,no,NA,0,0,0,1,0
2845027,Hemiboea rubribracteata,Z.Yu Li & Yan Liu,yes,perennial herb,0,0,0,2,1
2845028,Hemiboea strigosa,Chun ex W.T.Wang & K.Y.Pan,yes,perennial herb,3,0,0,1,1
2845029,Hemiboea subacaulis,Hand.-Mazz.,yes,perennial herb,0,0,0,2,2
2845031,Hemiboea subcapitata,C.B.Clarke,yes,perennial herb,8,0,0,5,2
2845036,Hemiboea wangiana,Z.Yu Li,yes,perennial herb,0,0,0,1,1
2845324,Hemiphragma heterophyllum,Wall.,yes,perennial herb,2,0,0,11,2
98221,Hemipilia calophylla,C.S.P.Parish & Rchb.f.,no,perennial herb,1,0,0,4,0
98222,Hemipilia cordifolia,Lindl.,no,perennial herb,0,0,0,7,0
98224,Hemipilia crassicalcarata,S.S.Chien,no,perennial herb,0,0,0,2,0
98227,Hemipilia flabellata,Bureau & Franch.,yes,perennial herb,1,0,0,1,1
98230,Hemipilia forrestii,Rolfe,no,perennial herb,0,0,0,2,0
98231,Hemipilia henryi,Rolfe,yes,perennial herb,0,0,0,1,1
98232,Hemipilia kwangsiensis,Tang & F.T.Wang ex K.Y.Lang,yes,perennial herb,0,0,0,2,2
98233,Hemipilia limprichtii,Schltr.,yes,perennial herb,0,0,0,1,1
2845362,Hemiptelea davidii,(Hance) Planch.,yes,woody,18,0,0,6,4
3044499,Saussurea lyrata,(Bunge) Franch.,yes,annual herb,5,0,0,22,3
2845432,Hemsleya amabilis,Diels,yes,perennial herb,0,0,0,1,1
2845434,Hemsleya carnosiflora,C.Y.Wu & Z.L.Chen,no,perennial herb,0,0,0,1,0
2845436,Hemsleya chengyihana,D.Z.Li,no,perennial herb,0,0,0,1,0
2845437,Hemsleya chinensis,Cogn. ex F.B.Forbes & Hemsl.,no,perennial herb,0,0,0,2,0
2937089,Hemsleya delavayi,(Gagnep.) C.Jeffrey ex C.Y.Wu & C.L.Chen,no,perennial herb,0,0,0,1,0
2845444,Hemsleya dipteriga,Kuang & A.M.Lu,yes,perennial herb,0,0,0,3,1
2845445,Hemsleya dolichocarpa,W.J.Chang,no,perennial herb,0,0,0,1,0
2845446,Hemsleya dulongjiangensis,C.Y.Wu,no,perennial herb,0,0,0,1,0
2845447,Hemsleya ellipsoidea,L.T.Shen & W.J.Chang,no,perennial herb,0,0,0,1,0
2845449,Hemsleya emeiensis,L.T.Shen & W.J.Chang,no,perennial herb,0,0,0,1,0
2845450,Hemsleya endecaphylla,C.Y.Wu,no,perennial herb,0,0,0,1,0
2845452,Hemsleya gigantha,W.J.Chang,no,perennial herb,0,0,0,1,0
2845453,Hemsleya graciliflora,(Harms) Cogn.,yes,perennial herb,0,0,0,2,3
2845458,Hemsleya lijiangensis,A.M.Lu ex C.Y.Wu & Z.L.Chen,no,perennial herb,0,0,0,1,0
2845461,Hemsleya macrocarpa,(Cogn.) C.Y.Wu ex C.Jeffrey,yes,perennial herb,0,0,0,3,1
3239300,Hemsleya macrosperma,C.Y.Wu,yes,perennial herb,0,0,0,1,1
2845468,Hemsleya mitrata,C.Y.Wu & Z.L.Chen,no,perennial herb,0,0,0,1,0
2845470,Hemsleya panacis-scandens,C.Y.Wu & Z.L.Chen,no,perennial herb,0,0,0,1,0
2845472,Hemsleya panlongqi,A.M.Lu & W.J.Chang,no,perennial herb,0,0,0,1,0
2845473,Hemsleya pengxianensis,W.J.Chang,no,perennial herb,0,0,0,1,0
2845478,Hemsleya sphaerocarpa,Kuang & A.M.Lu,no,perennial herb,0,0,0,2,0
2845485,Hemsleya turbinata,C.Y.Wu,no,perennial herb,0,0,0,1,0
2845489,Hemsleya zhejiangensis,C.Z.Zheng,yes,perennial herb,0,0,0,1,1
2845796,Hepatica henryi,(Oliv.) Steward,yes,perennial herb,4,0,0,3,2
2845861,Heptacodium miconioides,Rehder,yes,woody,26,0,0,2,4
2435902,Tetrataenium bivittatum,(H.Boissieu) Manden.,yes,perennial herb,0,0,0,4,1
2845943,Heracleum candicans,Wall. ex DC.,yes,perennial herb,3,0,0,8,2
2845977,Heracleum dissectifolium,K.T.Fu,no,perennial herb,0,0,0,2,0
2845978,Heracleum dissectum,Ledeb.,no,perennial herb,4,0,0,17,0
2845991,Heracleum fargesii,H.Boissieu,no,perennial herb,0,0,0,1,0
2845996,Heracleum forrestii,H.Wolff,no,perennial herb,0,0,0,1,0
2845997,Heracleum franchetii,M.Hiroe,yes,perennial herb,0,0,0,2,1
2846013,Heracleum hemsleyanum,Diels,yes,perennial herb,0,0,0,2,3
2846014,Heracleum henryi,H.Wolff,no,perennial herb,0,0,0,1,0
2846031,Heracleum kingdonii,H.Wolff,no,perennial herb,0,0,0,3,0
2998578,Semenovia malcolmii,(Hemsl. & H.Pearson) Pimenov,yes,perennial herb,0,0,0,5,1
2846067,Heracleum moellendorffii,Hance,yes,perennial herb,1,0,0,8,3
2435953,Tetrataenium nepalense,(D.Don) Manden.,no,perennial herb,1,0,0,6,0
2846084,Heracleum nyalamense,R.H.Shan & T.S.Wang,no,perennial herb,0,0,0,1,0
2435955,Tetrataenium olgae,(Regel & Schmalh.) Manden.,no,perennial herb,0,0,0,6,0
2846089,Heracleum oreocharis,H.Wolff,yes,perennial herb,0,0,0,1,1
2846137,Heracleum rapula,Franch.,yes,perennial herb,0,0,0,1,1
2846144,Heracleum scabridum,Franch.,yes,perennial herb,0,0,0,1,1
2846158,Heracleum souliei,H.Boissieu,yes,perennial herb,0,0,0,1,1
2846186,Heracleum stenopteroides,Fedde ex H.Wolff,no,perennial herb,0,0,0,1,0
2846187,Heracleum stenopterum,Diels,no,perennial herb,0,0,0,1,0
2846193,Heracleum subtomentellum,C.Y.Wu & M.L.Sheh,no,perennial herb,0,0,0,1,0
2846204,Heracleum tiliifolium,H.Wolff,yes,perennial herb,0,0,0,1,1
2846223,Heracleum vicinum,H.Boissieu,no,perennial herb,0,0,0,1,0
2846229,Heracleum wenchuanense,F.T.Pu & X.J.He,no,perennial herb,0,0,0,1,0
2846231,Heracleum wolongense,F.T.Pu & X.J.He,no,perennial herb,0,0,0,1,0
2846233,Heracleum xiaojinense,F.T.Pu & X.J.He,no,perennial herb,0,0,0,1,0
2846235,Heracleum yungningense,Hand.-Mazz.,no,perennial herb,0,0,0,1,0
